Facility ID,Facility Name,Address,City,State,ZIP Code,County Name,Phone Number,Measure ID,Measure Name,Score,Sample,Location
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,TOB_2,Tobacco Use Treatment Provided or Offered,93,120,POINT (-93.658733 41.627753)
47001F,WHITE RIVER JCT VA MEDICAL CENTER,163 VETERANS DRIVE,WHITE RIVER JUNCTION,VT,5009,WINDSOR,(802) 295-9363,TOB_2,Tobacco Use Treatment Provided or Offered,80,152,POINT (-72.34186 43.645876)
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,(781) 275-7500,HBIPS-2,Hours of physical-restraint use,0,7047,POINT (-71.273272 42.506248)
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,TOB_2,Tobacco Use Treatment Provided or Offered,71,131,POINT (-76.13815100000001 43.038832)
04009F,FAYETTEVILLE AR VA MEDICAL CENTER,1100 N. COLLEGE AVENUE,FAYETTEVILLE,AR,72703,WASHINGTON,(479) 444-5058,SUB_2,Alcohol use brief intervention provided or offered,100,126,POINT (-94.157097 36.077232)
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,HBIPS-3,Hours of seclusion,0,6453,POINT (-79.953355 32.785313)
29004F,VA SOUTHERN NEVADA HEALTHCARE SYSTEM,6900 NORTH PECOS ROAD,N. LAS VEGAS,NV,89086,CLARK,(702) 791-9024,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-115.094049 36.284964)
06005F,VA EASTERN COLORADO HEALTHCARE SYSTEM,1700 NORTH WHEELING STREET,AURORA,CO,80045,ADAMS,(303) 399-8020,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-104.831002 39.743633)
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,193,POINT (-75.200386 39.949643)
20003F,TOGUS VA MEDICAL CENTER,1 VA CENTER,AUGUSTA,ME,4330,KENNEBEC,(207) 623-8411,SUB_2,Alcohol use brief intervention provided or offered,87,85,POINT (-69.703621 44.280377)
18006F,LOUISVILLE VA MEDICAL CENTER,800 ZORN AVENUE,LOUISVILLE,KY,40206,JEFFERSON,(502) 287-4000,HBIPS-3,Hours of seclusion,0,5164,POINT (-85.694074 38.270722)
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,73,170,POINT (-87.84081 41.86061)
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,TOB_2,Tobacco Use Treatment Provided or Offered,98,434,POINT (-75.799094 39.999488)
33015F,VA HUDSON VALLEY HEALTHCARE SYSTEM,2094 ALBANY POST ROAD,MONTROSE,NY,10548,WESTCHESTER,(914) 737-4400,SUB_2,Alcohol use brief intervention provided or offered,99,114,POINT (-73.9261 41.244518)
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,(307) 778-7300,HBIPS-3,Hours of seclusion,0,0,POINT (-104.78554400000002 41.1457)
25043F,G. V. (SONNY) MONTGOMERY VA MEDICAL CENTER (JACKSON),1500 E. WOODROW WILSON DRIVE,JACKSON,MS,39216,HINDS,(601) 362-4471,SUB_2,Alcohol use brief intervention provided or offered,97,61,POINT (-90.168601 32.326805)
33019F,NORTHPORT VA MEDICAL CENTER,79 MIDDLEVILLE ROAD,NORTHPORT,NY,11768,SUFFOLK,(516) 261-4400,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-73.306124 40.899003)
40003F,SAN JUAN VA MEDICAL CENTER,10 CALLE CASIA,SAN JUAN,PR,921,SAN JUAN,(800) 449-8729,HBIPS-3,Hours of seclusion,0,9659,POINT (-66.080443 18.391963)
50011F,SPOKANE VA MEDICAL CENTER,4815 N. ASSEMBLY STREET,SPOKANE,WA,99205,SPOKANE,(509) 434-7000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-117.475567 47.702535)
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,SUB_2,Alcohol use brief intervention provided or offered,100,69,POINT (-83.960989 43.443673)
24002F,ST CLOUD VA MEDICAL CENTER,4801 VETERANS DRIVE,ST. CLOUD,MN,56303,STEARNS,(320) 252-1670,HBIPS-3,Hours of seclusion,0,3784,POINT (-94.21734100000002 45.567582)
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,HBIPS-2,Hours of physical-restraint use,0,2992,POINT (-84.253134 39.749383)
35002F,FARGO VA MEDICAL CENTER,2101 ELM STREET,FARGO,ND,58102,CASS,(701) 232-3241,HBIPS-3,Hours of seclusion,0,2129,POINT (-96.776868 46.906445)
53005F,SHERIDAN VA MEDICAL CENTER,1898 FORT ROAD,SHERIDAN,WY,82801,SHERIDAN,(307) 672-1675,HBIPS-2,Hours of physical-restraint use,0.55,3040,POINT (-106.988868 44.829532)
06007F,GRAND JUNCTION VA MEDICAL CENTER,2121 N. AVENUE,GRAND JUNCTION,CO,81501,MESA,(970) 244-1329,HBIPS-3,Hours of seclusion,0,848,POINT (-108.54079 39.077321)
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,SUB_2,Alcohol use brief intervention provided or offered,91,65,POINT (-76.408065 40.314267)
22001F,BEDFORD VA MEDICAL CENTER,200 SPRINGS ROAD,BEDFORD,MA,1730,MIDDLESEX,(781) 275-7500,TOB_2,Tobacco Use Treatment Provided or Offered,39,359,POINT (-71.273272 42.506248)
39004F,COATESVILLE VA MEDICAL CENTER,1400 BLACK HORSE HILL ROAD,COATESVILLE,PA,19320,CHESTER,(610) 384-7711,HBIPS-2,Hours of physical-restraint use,0.11,7215,POINT (-75.799094 39.999488)
10057F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - GAINESVILLE,1601 S W ARCHER ROAD,GAINESVILLE,FL,32608,ALACHUA,(352) 376-1611,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-82.345877 29.638214)
52003F,MILWAUKEE VA MEDICAL CENTER,5000 W. NATIONAL AVENUE,MILWAUKEE,WI,53295,MILWAUKEE,(414) 384-2000,HBIPS-3,Hours of seclusion,0,7514,POINT (-87.976053 43.019558)
14008F,MARION IL VA MEDICAL CENTER,2401 WEST MAIN,MARION,IL,62959,WILLIAMSON,(618) 997-5311,SUB_2,Alcohol use brief intervention provided or offered,43,61,POINT (-88.95721800000001 37.729791)
46002F,VA SALT LAKE CITY HEALTHCARE - GEORGE E. WAHLEN VA MEDICAL CENTER,500 FOOTHILL BLVD.,SALT LAKE CITY,UT,84148,SALT LAKE,(801) 584-1211,HBIPS-2,Hours of physical-restraint use,0,7240,POINT (-111.84137500000001 40.758438)
39012F,VA PITTSBURGH HEALTHCARE SYSTEM - UNIV DR,UNIVERSITY DRIVE,PITTSBURGH,PA,15240,ALLEGHENY,(412) 688-6100,SUB_2,Alcohol use brief intervention provided or offered,78,105,
05130F,SAN FRANCISCO VA MEDICAL CENTER,4150 CLEMENT STREET,SAN FRANCISCO,CA,94121,SAN FRANCISCO,(415) 221-4810,HBIPS-3,Hours of seclusion,0,3286,POINT (-122.503917 37.781135)
33016F,BRONX VA MEDICAL CENTER,130 WEST KINGSBRIDGE ROAD,BRONX,NY,10468,BRONX,(718) 584-9000,SUB_2,Alcohol use brief intervention provided or offered,98,44,POINT (-73.902909 40.868985)
45060F,VA AMARILLO HEALTHCARE SYSTEM,6010 AMARILLO BLVD. WEST,AMARILLO,TX,79106,POTTER,(806) 355-9703,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,55,38,POINT (-101.905207 35.203175)
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,91,173,POINT (-78.878476 35.089013)
05031F,PALO ALTO VA MEDICAL CENTER,3801 MIRANDA AVENUE,PALO ALTO,CA,94304,SANTA CLARA,(650) 858-3939,HBIPS-2,Hours of physical-restraint use,0,10739,POINT (-122.141893 37.402928)
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,HBIPS-2,Hours of physical-restraint use,0,2458,POINT (-93.658733 41.627753)
16004F,IOWA CITY VA MEDICAL CENTER,601 HIGHWAY 6 WEST,IOWA CITY,IA,52246,JOHNSON,(319) 338-0581,TOB_2,Tobacco Use Treatment Provided or Offered,84,122,POINT (-91.547615 41.664557)
39013F,WILKES BARRE VA MEDICAL CENTER,1111 EAST END BOULEVARD,WILKES-BARRE,PA,18711,LUZERNE,(570) 824-3521,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-75.83691000000002 41.248299)
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,(304) 255-2121,HBIPS-3,Hours of seclusion,0,0,POINT (-81.192024 37.766084)
43005F,SIOUX FALLS VA MEDICAL CENTER,2501 WEST 22ND STREET,SIOUX FALLS,SD,57117,MINNEHAHA,(605) 336-3230,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,
10064F,MIAMI VA MEDICAL CENTER,1201 N W 16TH STREET,MIAMI,FL,33125,MIAMI-DADE,(305) 324-4455,TOB_2,Tobacco Use Treatment Provided or Offered,78,130,POINT (-80.215294 25.790451)
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,1900 E. MAIN,DANVILLE,IL,61832,VERMILION,(217) 554-3000,HBIPS-2,Hours of physical-restraint use,0,4773,POINT (-87.59243 40.131808)
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,(203) 932-5711,HBIPS-2,Hours of physical-restraint use,0,5200,POINT (-72.957522 41.284944)
22010F,VA BOSTON HEALTHCARE SYSTEM - JAMAICA PLAIN,150 S. HUNTINGTON AVENUE,JAMAICA PLAIN,MA,2130,SUFFOLK,(617) 232-9500,HBIPS-2,Hours of physical-restraint use,0,31853,POINT (-71.111145 42.327022)
33012F,UPSTATE NEW YORK VA HEALTHCARE SYSTEM (WESTERN NY VA HEALTHCARE SYSTEM),3495 BAILEY AVENUE,BUFFALO,NY,14215,ERIE,(716) 862-3611,HBIPS-2,Hours of physical-restraint use,0,4440,POINT (-78.81373 42.95121400000001)
44017F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM - MURFREESBORO,3400 LEBANON PIKE,MURFREESBORO,TN,37129,RUTHERFORD,(615) 867-6000,HBIPS-3,Hours of seclusion,0,0,POINT (-86.383787 35.910519)
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,TOB_2,Tobacco Use Treatment Provided or Offered,89,209,POINT (-78.878476 35.089013)
10009F,BAY PINES VA MEDICAL CENTER,10000 BAY PINES BLVD.,BAY PINES,FL,33744,PINELLAS,(727) 398-6661,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,85,238,POINT (-82.776924 27.813872)
26007F,POPLAR BLUFF VA MEDICAL CENTER,1500 N. WESTWOOD BLVD.,POPLAR BLUFF,MO,63901,BUTLER,(573) 686-4151,SUB_2,Alcohol use brief intervention provided or offered,100,14,POINT (-90.417899 36.771441)
51002F,BECKLEY VA MEDICAL CENTER,200 VETERANS AVENUE,BECKLEY,WV,25801,RALEIGH,(304) 255-2121,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-81.192024 37.766084)
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,(401) 457-3042,HBIPS-2,Hours of physical-restraint use,0,4464,POINT (-71.434938 41.833915)
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,TOB_2,Tobacco Use Treatment Provided or Offered,55,330,POINT (-86.804989 36.14091)
18007F,LEXINGTON VA MEDICAL CENTER,1101 VETERANS DRIVE,LEXINGTON,KY,40502,FAYETTE,(859) 233-4511,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-84.50609200000001 38.029351)
51004F,HUNTINGTON VA MEDICAL CENTER,1540 SPRING VALLEY ROAD,HUNTINGTON,WV,25704,WAYNE,(304) 429-0241,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-82.51750400000002 38.384145)
33009F,ALBANY VA MEDICAL CENTER,113 HOLLAND AVENUE,ALBANY,NY,12208,ALBANY,(518) 626-5000,TOB_2,Tobacco Use Treatment Provided or Offered,81,107,POINT (-73.776343 42.651508)
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,HBIPS-3,Hours of seclusion,0,0,POINT (-85.108483 41.089772)
39006F,LEBANON VA MEDICAL CENTER,1700 SOUTH LINCOLN AVENUE,LEBANON,PA,17042,LEBANON,(717) 228-5901,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-76.408065 40.314267)
26004F,KANSAS CITY VA MEDICAL CENTER,4801 LINWOOD BLVD.,KANSAS CITY,MO,64128,JACKSON,(816) 861-4700,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,74,164,POINT (-94.52786 39.067263)
21010F,VA MARYLAND HEALTHCARE SYSTEM - PERRY POINT,VA MEDICAL CENTER,PERRY POINT,MD,21902,CECIL,(410) 642-2411,HBIPS-2,Hours of physical-restraint use,0,0,
10015F,VA NORTH FLORIDA/SOUTH GEORGIA HEALTHCARE SYSTEM - LAKE CITY,619 SOUTH MARION AVENUE,LAKE CITY,FL,32025,COLUMBIA,(386) 755-3016,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-82.636981 30.181828999999997)
36008F,CHILLICOTHE VA MEDICAL CENTER,17273 STATE ROUTE 104,CHILLICOTHE,OH,45601,ROSS,(740) 773-1141,TOB_2,Tobacco Use Treatment Provided or Offered,98,278,POINT (-83.012669 39.390327)
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,TOB_2,Tobacco Use Treatment Provided or Offered,92,163,POINT (-93.722414 32.499989)
15002F,VA N. INDIANA HEALTHCARE SYSTEM - FT. WAYNE,2121 LAKE AVENUE,FORT WAYNE,IN,46805,ALLEN,(260) 426-5431,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,0,0,POINT (-85.108483 41.089772)
01014F,BIRMINGHAM VA MEDICAL CENTER,700 SOUTH 19TH STREET,BIRMINGHAM,AL,35233,JEFFERSON,(205) 933-4515,SUB_2,Alcohol use brief intervention provided or offered,100,42,POINT (-86.800922 33.504722)
17008F,WICHITA VA MEDICAL CENTER,5500 E. KELLOG,WICHITA,KS,67218,SEDGWICK,(316) 685-2221,SUB_2,Alcohol use brief intervention provided or offered,100,62,
33024F,SYRACUSE VA MEDICAL CENTER,800 IRVING AVE.,SYRACUSE,NY,13210,ONONDAGA,(315) 425-4400,HBIPS-3,Hours of seclusion,0,4079,POINT (-76.13815100000001 43.038832)
31001F,VA NEW JERSEY HEALTH CARE SYSTEM,385 TREMONT AVENUE,EAST ORANGE,NJ,7018,ESSEX,(973) 676-1000,HBIPS-2,Hours of physical-restraint use,0,12506,POINT (-74.234193 40.753827)
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,TOB_2,Tobacco Use Treatment Provided or Offered,49,142,POINT (-119.798481 39.516208)
16003F,VA CENTRAL IOWA HEALTHCARE SYSTEM,3600 30TH STREET,DES MOINES,IA,50310,POLK,(515) 699-5999,HBIPS-3,Hours of seclusion,0,2458,POINT (-93.658733 41.627753)
05127F,LOMA LINDA VA MEDICAL CENTER,11201 BENTON STREET,LOMA LINDA,CA,92357,SAN BERNARDINO,(909) 825-7084,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-117.252416 34.050282)
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,TOB_2,Tobacco Use Treatment Provided or Offered,74,171,POINT (-79.953355 32.785313)
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-81.276612 28.366629)
03033F,VA NORTHERN ARIZONA HEALTHCARE SYSTEM,500 HIGHWAY 89 NORTH,PRESCOTT,AZ,86313,YAVAPAI,(928) 445-4860,TOB_2,Tobacco Use Treatment Provided or Offered,98,87,POINT (-112.452652 34.554604)
43002F,VA BLACK HILLS HEALTHCARE SYSTEM - FORT MEADE,113 COMANCHE ROAD,FORT MEADE,SD,57741,MEADE,(605) 347-2511,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,88,123,POINT (-103.478243 44.412816)
33014F,VA HUDSON VALLEY HEALTHCARE SYSTEM - CASTLE POINT,41 CASTLE POINT ROAD,WAPPINGERS FALLS,NY,12590,DUTCHESS,(845) 831-2000,TOB_2,Tobacco Use Treatment Provided or Offered,0,0,POINT (-73.96222 41.540469)
45090F,SAN ANTONIO VA MEDICAL CENTER (VA SOUTH TEXAS HEALTHCARE SYSTEM),7400 MERTON MINTER BLVD.,SAN ANTONIO,TX,78229,BEXAR,(210) 617-5300,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-98.578929 29.506888)
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,77,247,POINT (-73.977119 40.736288)
44013F,MEMPHIS VA MEDICAL CENTER,1030 JEFFERSON AVENUE,MEMPHIS,TN,38104,SHELBY,(901) 577-7200,SUB_2,Alcohol use brief intervention provided or offered,66,109,POINT (-90.025951 35.142527)
29002F,VA SIERRA NEVADA HEALTHCARE SYSTEM,975 KIRMAN AVENUE,RENO,NV,89502,WASHOE,(775) 328-1263,HBIPS-2,Hours of physical-restraint use,0,4332,POINT (-119.798481 39.516208)
39001F,JAMES E. VAN ZANDT VA MEDICAL CENTER (ALTOONA),2907 PLEASANT VALLEY BOULEVARD,ALTOONA,PA,16602,BLAIR,(814) 943-8164,HBIPS-3,Hours of seclusion,0,0,POINT (-78.398533 40.48866700000001)
10099F,ORLANDO VA MEDICAL CENTER,13800 VETERANS WAY,ORLANDO,FL,32827,ORANGE,(407) 631-1000,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-81.276612 28.366629)
34036F,ASHEVILLE-OTEEN VA MEDICAL CENTER,1100 TUNNEL ROAD,ASHEVILLE,NC,28805,BUNCOMBE,(828) 298-7911,SUB_2,Alcohol use brief intervention provided or offered,90,128,POINT (-82.485056 35.587106)
52002F,TOMAH VA MEDICAL CENTER,500 EAST VETERANS STREET,TOMAH,WI,54660,MONROE,(608) 372-3971,SUB_2,Alcohol use brief intervention provided or offered,100,201,POINT (-90.49392 44.001108)
44016F,MOUNTAIN HOME VA MEDICAL CENTER,CORNER OF LAMONT STREET AND VETERANS WAY,MOUNTAIN HOME,TN,37684,WASHINGTON,(423) 926-1171,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-82.373087 36.311185)
43003F,VA BLACK HILLS HEALTHCARE SYSTEM - HOT SPRINGS,500 NORTH 5TH STREET,HOT SPRINGS,SD,57747,FALL RIVER,(605) 745-2000,SUB_2,Alcohol use brief intervention provided or offered,0,0,POINT (-103.474309 43.436405)
36003F,CINCINNATI VA MEDICAL CENTER,3200 VINE STREET,CINCINNATI,OH,45220,HAMILTON,(513) 861-3100,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-84.509485 39.137762)
24003F,MINNEAPOLIS VA MEDICAL CENTER,ONE VETERANS DRIVE,MINNEAPOLIS,MN,55417,HENNEPIN,(612) 725-2000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,
17005F,COLMERY-O'NEIL VA MEDICAL CENTER,2200 SW GAGE BOULEVARD,TOPEKA,KS,66622,SHAWNEE,(913) 682-2000,SUB_2,Alcohol use brief intervention provided or offered,89,155,POINT (-95.724956 39.027448)
42029F,CHARLESTON VA MEDICAL CENTER,109 BEE STREET,CHARLESTON,SC,29401,CHARLESTON,(843) 577-5011,HBIPS-2,Hours of physical-restraint use,0,6453,POINT (-79.953355 32.785313)
14007F,HINES VA MEDICAL CENTER,5000 SOUTH 5TH AVENUE,HINES,IL,60141,COOK,(708) 202-8387,TOB_2,Tobacco Use Treatment Provided or Offered,62,295,POINT (-87.84081 41.86061)
33017F,VA NEW YORK HARBOR HEALTHCARE SYSTEM - NY DIV.,423 EAST 23RD STREET,NEW YORK,NY,10010,NEW YORK,(212) 686-7500,HBIPS-3,Hours of seclusion,0,13342,POINT (-73.977119 40.736288)
07003F,WEST HAVEN VA MEDICAL CENTER,950 CAMPBELL AVENUE,WEST HAVEN,CT,6516,NEW HAVEN,(203) 932-5711,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,73,73,POINT (-72.957522 41.284944)
53004F,CHEYENNE VA MEDICAL CENTER,2360 E. PERSHING BLVD.,CHEYENNE,WY,82001,LARAMIE,(307) 778-7300,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-104.78554400000002 41.1457)
49010F,RICHMOND VA MEDICAL CENTER,1201 BROAD ROCK BOULEVARD,RICHMOND,VA,23249,RICHMOND CITY,(804) 675-5000,TOB_2,Tobacco Use Treatment Provided or Offered,71,213,POINT (-77.470208 37.498719)
39009F,PHILADELPHIA VA MEDICAL CENTER,3900 WOODLAND AVENUE,PHILADELPHIA,PA,19104,PHILADELPHIA,(215) 823-5857,TOB_2,Tobacco Use Treatment Provided or Offered,97,283,POINT (-75.200386 39.949643)
34013F,FAYETTEVILLE NC VA MEDICAL CENTER,2300 RAMSEY STREET,FAYETTEVILLE,NC,28301,CUMBERLAND,(910) 488-2120,HBIPS-2,Hours of physical-restraint use,0.01,5670,POINT (-78.878476 35.089013)
23009F,SAGINAW VA MEDICAL CENTER,1500 WEISS STREET,SAGINAW,MI,48602,SAGINAW,(989) 497-2500,HBIPS-2,Hours of physical-restraint use,0,0,POINT (-83.960989 43.443673)
09002F,WASHINGTON DC VA MEDICAL CENTER,50 IRVING STREET N.W.,WASHINGTON,DC,20422,THE DISTRICT,(202) 745-8000,SUB_2,Alcohol use brief intervention provided or offered,81,72,POINT (-77.01030600000001 38.928884)
23012F,BATTLE CREEK VA MEDICAL CENTER,5500 ARMSTRONG RD.,BATTLE CREEK,MI,49037,CALHOUN,(269) 966-5600,HBIPS-3,Hours of seclusion,0,12683,POINT (-85.297885 42.340162)
49011F,SALEM VA MEDICAL CENTER,1970 ROANOKE BOULEVARD,SALEM,VA,24153,SALEM CITY,(540) 982-2463,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,92,102,POINT (-80.02160400000001 37.276804)
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,HBIPS-3,Hours of seclusion,0,2992,POINT (-84.253134 39.749383)
33011F,BATH VA MEDICAL CENTER,76 VETERANS AVE.,BATH,NY,14810,STEUBEN,(607) 664-4000,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-77.344933 42.34328)
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,820 S DAMEN STREET,CHICAGO,IL,60612,COOK,(312) 569-8387,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,POINT (-87.676429 41.870597)
10063F,TAMPA VA MEDICAL CENTER,13000 BRUCE B DOWNS BLVD.,TAMPA,FL,33612,HILLSBOROUGH,(813) 972-2000,HBIPS-3,Hours of seclusion,0,12191,POINT (-82.426154 28.064695)
51003F,CLARKSBURG VA MEDICAL CENTER,1 MEDICAL CENTER DRIVE,CLARKSBURG,WV,26301,HARRISON,(304) 623-3461,HBIPS-5,Patients discharged on multiple antipsychotic medications with appropriate justification,0,0,
05025F,FRESNO VA MEDICAL CENTER (VA CENTRAL CALIFORNIA HEALTHCARE SYSTEM),2615 E. CLINTON AVENUE,FRESNO,CA,93703,FRESNO,(559) 228-5338,HBIPS-2,Hours of physical-restraint use,0,2185,POINT (-119.780173 36.772278)
34017F,W.G. (BILL) HEFNER SALISBURY VA MEDICAL CENTER (SALSBURY),1601 BRENNER AVENUE,SALISBURY,NC,28144,ROWAN,(704) 638-9000,SUB_2,Alcohol use brief intervention provided or offered,99,98,POINT (-80.486145 35.683593)
45074F,HOUSTON VA MEDICAL CENTER,2002 HOLCOMBE BLVD.,HOUSTON,TX,77030,HARRIS,(713) 794-7100,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,81,159,POINT (-95.388512 29.706565)
36007F,DAYTON VA MEDICAL CENTER,4100 WEST THIRD STREET,DAYTON,OH,45428,MONTGOMERY,(937) 268-6511,TOB_2,Tobacco Use Treatment Provided or Offered,82,180,POINT (-84.253134 39.749383)
38003F,PORTLAND VA MEDICAL CENTER,3710 SW US VETERANS HOSPITAL,PORTLAND,OR,97239,MULTNOMAH,(503) 220-8262,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,62,92,POINT (-122.683586 45.496307)
44018F,VA MIDDLE TENNESSEE HEALTHCARE SYSTEM,1310 24TH AVENUE SOUTH,NASHVILLE,TN,37212,DAVIDSON,(615) 327-5332,HBIPS-2,Hours of physical-restraint use,0,11324,POINT (-86.804989 36.14091)
05030F,VA N CALIFORNIA HEALTHCARE SYSTEM,10535 HOSPITAL WAY,MATHER,CA,95655,SACRAMENTO,(800) 382-8387,SUB_2,Alcohol use brief intervention provided or offered,96,57,POINT (-121.29610600000001 38.572349)
41005F,PROVIDENCE VA MEDICAL CENTER,830 CHALKSTONE AVENUE,PROVIDENCE,RI,2908,PROVIDENCE,(401) 457-3042,SUB_3,Alcohol and other drug use disorder treatment provided or offered at discharge,84,112,POINT (-71.434938 41.833915)
19048F,OVERTON BROOKS VA MEDICAL CENTER (SHREVEPORT),510 EAST STONER AVENUE,SHREVEPORT,LA,71101,CADDO,(318) 424-6037,HBIPS-3,Hours of seclusion,0,3091,POINT (-93.722414 32.499989)
03012F,PHOENIX VA MEDICAL CENTER,650 E. INDIAN SCHOOL ROAD,PHOENIX,AZ,85012,MARICOPA,(602) 222-6444,HBIPS-2,Hours of physical-restraint use,0,11402,POINT (-112.066121 33.494745)
